Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type
12222,DB01098,the excretion of (.*) can be decreased when combined with (.*).,DB00175,rosuvastatin,pravastatin,Moderate,Synergism
12229,DB00374,(.*) may increase the hypotensive activities of (.*).,DB00742,treprostinil,mannitol,Moderate,Synergism
12249,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00367,miglitol,levonorgestrel,Moderate,Antagonism
12265,DB01172,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00783,kanamycin,estradiol,Moderate,Synergism
12450,DB13928,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06825,semaglutide,triptorelin,Unknown,Antagonism
12500,DB01067,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01155,glipizide,gemifloxacin,Unknown,Synergism
12513,DB00951,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00620,isoniazid,triamcinolone,Minor,Antagonism
12724,DB00326,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01324,calcium glucoheptonate,polythiazide,Moderate,Synergism
12860,DB09045,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06825,dulaglutide,triptorelin,Unknown,Antagonism
12905,DB00912,the metabolism of (.*) can be decreased when combined with (.*).,DB06448,repaglinide,lonafarnib,Moderate,Synergism
12998,DB01082,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB09133,streptomycin,iothalamic acid,Major,Synergism
13018,DB00911,the metabolism of (.*) can be decreased when combined with (.*).,DB01118,tinidazole,amiodarone,Moderate,Synergism
13074,DB01191,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB06204,dexfenfluramine,tapentadol,Major,Synergism
13077,DB01111,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB01250,colistimethate,olsalazine,Moderate,Synergism
13192,DB00682,the metabolism of (.*) can be increased when combined with (.*).,DB01220,warfarin,rifaximin,Moderate,Antagonism
13265,DB01037,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00047,selegiline,insulin glargine,Moderate,Synergism
13319,DB00524,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00295,metolazone,morphine,Moderate,Antagonism
13413,DB00401,the metabolism of (.*) can be increased when combined with (.*).,DB00620,nisoldipine,triamcinolone,Unknown,Antagonism
13527,DB00328,(.*) may increase the hyperkalemic activities of (.*).,DB09125,indomethacin,potassium citrate,Unknown,Synergism
13547,DB00959,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01278,methylprednisolone,pramlintide,Moderate,Synergism
13568,DB00254,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB01294,doxycycline,bismuth subsalicylate,Moderate,Antagonism
13576,DB00741,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00047,hydrocortisone,insulin glargine,Moderate,Synergism
13668,DB11732,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB11130,lasmiditan,opium,Moderate,Synergism
13735,DB01124,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB09063,tolbutamide,ceritinib,Moderate,Antagonism
13745,DB09265,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00224,lixisenatide,indinavir,Moderate,Antagonism
13876,DB08868,(.*) may increase the immunosuppressive activities of (.*).,DB01234,fingolimod,dexamethasone,Major,Synergism
13942,DB01261,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00871,sitagliptin,terbutaline,Unknown,Synergism
13967,DB09564,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00420,insulin degludec,promazine,Moderate,Antagonism
13998,DB00046,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01208,insulin lispro,sparfloxacin,Unknown,Synergism
14008,DB00903,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB09268,etacrynic acid,picosulfuric acid,Moderate,Synergism
14019,DB01142,the metabolism of (.*) can be decreased when combined with (.*).,DB00916,doxepin,metronidazole,Minor,Synergism
14022,DB00742,the risk or severity of orthostatic hypotension and syncope can be increased when (.*) is combined with (.*).,DB00476,mannitol,duloxetine,Moderate,New Adverse
14141,DB14006,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00741,choline salicylate,hydrocortisone,Moderate,Antagonism
14169,DB09038,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01059,empagliflozin,norfloxacin,Moderate,Synergism
14186,DB00443,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB09045,betamethasone,dulaglutide,Unknown,Synergism
14298,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB02546,miglitol,vorinostat,Moderate,Antagonism
14317,DB00451,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB01377,levothyroxine,magnesium oxide,Moderate,Antagonism
14365,DB00197,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06216,troglitazone,asenapine,Unknown,Antagonism
14385,DB11130,the metabolism of (.*) can be decreased when combined with (.*).,DB00203,opium,sildenafil,Unknown,Synergism
14472,DB06203,(.*) may decrease the hypoglycemic activities of (.*).,DB00024,alogliptin,thyrotropin alfa,Moderate,Antagonism
14502,DB04920,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB09038,clevidipine,empagliflozin,Moderate,New Adverse
14557,DB11130,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00801,opium,halazepam,Moderate,Synergism
14582,DB00264,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB11348,metoprolol,calcium phosphate,Moderate,Antagonism
14634,DB00502,the serum concentration of (.*) can be increased when it is combined with (.*).,DB06819,haloperidol,phenylbutyric acid,Moderate,Synergism
14663,DB00327,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00470,hydromorphone,dronabinol,Unknown,Synergism
14664,DB06335,the metabolism of (.*) can be decreased when combined with (.*).,DB00932,saxagliptin,tipranavir,Moderate,Synergism
14681,DB01278,the risk or severity of reduced gastrointestinal motility can be increased when (.*) is combined with (.*).,DB00334,pramlintide,olanzapine,Unknown,New Adverse
14785,DB00624,the risk or severity of edema formation can be increased when (.*) is combined with (.*).,DB01222,testosterone,budesonide,Moderate,New Adverse
14802,DB00618,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB08938,demeclocycline,magaldrate,Unknown,Antagonism
14848,DB00414,the metabolism of (.*) can be decreased when combined with (.*).,DB01097,acetohexamide,leflunomide,Moderate,Synergism
14849,DB00861,(.*) may increase the hyperkalemic activities of (.*).,DB13620,diflunisal,potassium gluconate,Unknown,Synergism
14853,DB00839,the metabolism of (.*) can be decreased when combined with (.*).,DB00621,tolazamide,oxandrolone,Moderate,Synergism
14860,DB00777,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,propiomazine,nabilone,Unknown,Synergism
14904,DB01357,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01060,mestranol,amoxicillin,Moderate,Antagonism
14983,DB01186,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,pergolide,sibutramine,Moderate,New Adverse
14992,DB01320,the metabolism of (.*) can be decreased when combined with (.*).,DB00295,fosphenytoin,morphine,Moderate,Synergism
15074,DB01137,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB04946,levofloxacin,iloperidone,Major,Synergism
15091,DB01403,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09481,methotrimeprazine,magnesium carbonate,Minor,Antagonism
15182,DB01222,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00655,budesonide,estrone,Moderate,Synergism
15207,DB08930,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB06724,dolutegravir,calcium carbonate,Major,Antagonism
15265,DB01105,the metabolism of (.*) can be decreased when combined with (.*).,DB13179,sibutramine,troleandomycin,Unknown,Synergism
15329,DB00674,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01137,galantamine,levofloxacin,Unknown,Synergism
15511,DB01069,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09481,promethazine,magnesium carbonate,Minor,Antagonism
15594,DB00643,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00916,mebendazole,metronidazole,Moderate,Synergism
15607,DB06210,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB06724,eltrombopag,calcium carbonate,Moderate,Antagonism
15685,DB01222,the metabolism of (.*) can be decreased when combined with (.*).,DB08873,budesonide,boceprevir,Unknown,Synergism
15696,DB00443,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB08912,betamethasone,dabrafenib,Moderate,Antagonism
15747,DB00788,(.*) may increase the hyperkalemic activities of (.*).,DB13620,naproxen,potassium gluconate,Unknown,Synergism
15783,DB09104,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00476,magnesium hydroxide,duloxetine,Minor,Synergism
15794,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00214,miglitol,torasemide,Moderate,Antagonism
15807,DB00820,(.*) may increase the hypotensive activities of (.*).,DB06292,tadalafil,dapagliflozin,Unknown,Synergism
15865,DB00427,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,triprolidine,sibutramine,Moderate,New Adverse
16017,DB00656,the metabolism of (.*) can be decreased when combined with (.*).,DB08909,trazodone,glycerol phenylbutyrate,Unknown,Synergism
16032,DB09265,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00218,lixisenatide,moxifloxacin,Unknown,Synergism
16074,DB09043,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01044,albiglutide,gatifloxacin,Major,Synergism
16159,DB00685,(.*) may increase the neuroexcitatory activities of (.*).,DB00945,trovafloxacin,acetylsalicylic acid,Moderate,Synergism
16189,DB01307,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00831,insulin detemir,trifluoperazine,Moderate,Antagonism
16286,DB00565,(.*) may increase the neuromuscular blocking activities of (.*).,DB01082,cisatracurium,streptomycin,Unknown,Synergism
16344,DB00284,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00819,acarbose,acetazolamide,Unknown,Synergism
16374,DB09472,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01151,sodium sulfate,desipramine,Moderate,Antagonism
16407,DB06655,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00220,liraglutide,nelfinavir,Unknown,Antagonism
16434,DB00672,the protein binding of (.*) can be decreased when combined with (.*).,DB00784,chlorpropamide,mefenamic acid,Moderate,Synergism
16571,DB01220,the serum concentration of (.*) can be increased when it is combined with (.*).,DB11581,rifaximin,venetoclax,Moderate,Synergism
16575,DB01501,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00476,difenoxin,duloxetine,Moderate,Synergism
16583,DB01285,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00412,corticotropin,rosiglitazone,Moderate,Synergism
16591,DB00443,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00414,betamethasone,acetohexamide,Moderate,Synergism
16688,DB09389,the absorption of (.*) can be decreased when combined with (.*).,DB09265,norgestrel,lixisenatide,Moderate,Antagonism
16716,DB00836,(.*) may increase the arrhythmogenic activities of (.*).,DB00424,loperamide,hyoscyamine,Unknown,Synergism
