Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type,Adverse_Effect
10986,DB01164,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00562,calcium chloride,benzthiazide,Moderate,Synergism,Unknown
11016,DB00912,the metabolism of (.*) can be increased when combined with (.*).,DB01201,repaglinide,rifapentine,Moderate,Antagonism,Unknown
11193,DB08907,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB04871,canagliflozin,lorcaserin,Moderate,Synergism,Unknown
11288,DB09532,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00771,secretin human,clidinium,Minor,Antagonism,Unknown
11374,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06663,miglitol,pasireotide,Moderate,Antagonism,Unknown
11477,DB00254,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00237,doxycycline,butabarbital,Moderate,Antagonism,Unknown
11492,DB00284,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00903,acarbose,etacrynic acid,Moderate,Antagonism,Unknown
11499,DB01016,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01359,glyburide,penbutolol,Moderate,Synergism,Unknown
11737,DB00215,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00501,citalopram,cimetidine,Major,Synergism,Unknown
11771,DB01124,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01232,tolbutamide,saquinavir,Moderate,Antagonism,Unknown
11946,DB00370,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00916,mirtazapine,metronidazole,Minor,Synergism,Unknown
11968,DB00368,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00331,norepinephrine,metformin,Moderate,Synergism,Unknown
11987,DB00266,(.*) may increase the anticoagulant activities of (.*).,DB01017,dicoumarol,minocycline,Moderate,Synergism,Unknown
11994,DB00780,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01233,phenelzine,metoclopramide,Moderate,New Adverse,Adverse effects
12037,DB01014,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01050,balsalazide,ibuprofen,Moderate,New Adverse,Adverse effects
12050,DB01132,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06287,pioglitazone,temsirolimus,Moderate,Antagonism,Unknown
12209,DB01016,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00206,glyburide,reserpine,Moderate,Synergism,Unknown
12222,DB01098,the excretion of (.*) can be decreased when combined with (.*).,DB00175,rosuvastatin,pravastatin,Moderate,Synergism,Unknown
12229,DB00374,(.*) may increase the hypotensive activities of (.*).,DB00742,treprostinil,mannitol,Moderate,Synergism,Unknown
12249,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00367,miglitol,levonorgestrel,Moderate,Antagonism,Unknown
12265,DB01172,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00783,kanamycin,estradiol,Moderate,Synergism,Unknown
12450,DB13928,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06825,semaglutide,triptorelin,Moderate,Antagonism,Unknown
12500,DB01067,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01155,glipizide,gemifloxacin,Major,Synergism,Unknown
12513,DB00951,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00620,isoniazid,triamcinolone,Minor,Antagonism,Unknown
12724,DB00326,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01324,calcium glucoheptonate,polythiazide,Moderate,Synergism,Unknown
12860,DB09045,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06825,dulaglutide,triptorelin,Moderate,Antagonism,Unknown
12905,DB00912,the metabolism of (.*) can be decreased when combined with (.*).,DB06448,repaglinide,lonafarnib,Moderate,Synergism,Unknown
12998,DB01082,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB09133,streptomycin,iothalamic acid,Major,Synergism,Unknown
13018,DB00911,the metabolism of (.*) can be decreased when combined with (.*).,DB01118,tinidazole,amiodarone,Moderate,Synergism,Unknown
13074,DB01191,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB06204,dexfenfluramine,tapentadol,Major,Synergism,Unknown
13077,DB01111,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB01250,colistimethate,olsalazine,Moderate,Synergism,Unknown
13192,DB00682,the metabolism of (.*) can be increased when combined with (.*).,DB01220,warfarin,rifaximin,Moderate,Antagonism,Unknown
13265,DB01037,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00047,selegiline,insulin glargine,Moderate,Synergism,Unknown
13319,DB00524,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00295,metolazone,morphine,Moderate,Antagonism,Unknown
13413,DB00401,the metabolism of (.*) can be increased when combined with (.*).,DB00620,nisoldipine,triamcinolone,Moderate,Antagonism,Unknown
13527,DB00328,(.*) may increase the hyperkalemic activities of (.*).,DB09125,indomethacin,potassium citrate,Moderate,Synergism,Unknown
13547,DB00959,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01278,methylprednisolone,pramlintide,Moderate,Synergism,Unknown
13568,DB00254,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB01294,doxycycline,bismuth subsalicylate,Moderate,Antagonism,Unknown
13576,DB00741,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00047,hydrocortisone,insulin glargine,Moderate,Synergism,Unknown
13668,DB11732,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB11130,lasmiditan,opium,Moderate,Synergism,Unknown
13735,DB01124,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB09063,tolbutamide,ceritinib,Moderate,Antagonism,Unknown
13745,DB09265,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00224,lixisenatide,indinavir,Moderate,Antagonism,Unknown
13876,DB08868,(.*) may increase the immunosuppressive activities of (.*).,DB01234,fingolimod,dexamethasone,Major,Synergism,Unknown
13942,DB01261,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00871,sitagliptin,terbutaline,Moderate,Synergism,Unknown
13967,DB09564,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00420,insulin degludec,promazine,Moderate,Antagonism,Unknown
13998,DB00046,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01208,insulin lispro,sparfloxacin,Major,Synergism,Unknown
14008,DB00903,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB09268,etacrynic acid,picosulfuric acid,Moderate,Synergism,Unknown
14019,DB01142,the metabolism of (.*) can be decreased when combined with (.*).,DB00916,doxepin,metronidazole,Minor,Synergism,Unknown
14022,DB00742,the risk or severity of orthostatic hypotension and syncope can be increased when (.*) is combined with (.*).,DB00476,mannitol,duloxetine,Moderate,New Adverse,"Orthostatic hypotension ,Syncope"
14141,DB14006,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00741,choline salicylate,hydrocortisone,Moderate,Antagonism,Unknown
14169,DB09038,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01059,empagliflozin,norfloxacin,Moderate,Synergism,Unknown
14186,DB00443,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB09045,betamethasone,dulaglutide,Moderate,Synergism,Unknown
14298,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB02546,miglitol,vorinostat,Moderate,Antagonism,Unknown
14317,DB00451,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB01377,levothyroxine,magnesium oxide,Moderate,Antagonism,Unknown
14365,DB00197,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06216,troglitazone,asenapine,Moderate,Antagonism,Unknown
14385,DB11130,the metabolism of (.*) can be decreased when combined with (.*).,DB00203,opium,sildenafil,Moderate,Synergism,Unknown
14472,DB06203,(.*) may decrease the hypoglycemic activities of (.*).,DB00024,alogliptin,thyrotropin alfa,Moderate,Antagonism,Unknown
14502,DB04920,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB09038,clevidipine,empagliflozin,Moderate,New Adverse,Hypoglycemia
14557,DB11130,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00801,opium,halazepam,Moderate,Synergism,Unknown
14582,DB00264,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB11348,metoprolol,calcium phosphate,Moderate,Antagonism,Unknown
14634,DB00502,the serum concentration of (.*) can be increased when it is combined with (.*).,DB06819,haloperidol,phenylbutyric acid,Moderate,Synergism,Unknown
14663,DB00327,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00470,hydromorphone,dronabinol,Moderate,Synergism,Unknown
14664,DB06335,the metabolism of (.*) can be decreased when combined with (.*).,DB00932,saxagliptin,tipranavir,Moderate,Synergism,Unknown
14681,DB01278,the risk or severity of reduced gastrointestinal motility can be increased when (.*) is combined with (.*).,DB00334,pramlintide,olanzapine,Moderate,New Adverse,Reduced gastrointestinal motility
14785,DB00624,the risk or severity of edema formation can be increased when (.*) is combined with (.*).,DB01222,testosterone,budesonide,Moderate,New Adverse,Edema formation
14802,DB00618,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB08938,demeclocycline,magaldrate,Moderate,Antagonism,Unknown
14848,DB00414,the metabolism of (.*) can be decreased when combined with (.*).,DB01097,acetohexamide,leflunomide,Moderate,Synergism,Unknown
14849,DB00861,(.*) may increase the hyperkalemic activities of (.*).,DB13620,diflunisal,potassium gluconate,Moderate,Synergism,Unknown
14853,DB00839,the metabolism of (.*) can be decreased when combined with (.*).,DB00621,tolazamide,oxandrolone,Moderate,Synergism,Unknown
14860,DB00777,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,propiomazine,nabilone,Moderate,Synergism,Unknown
14904,DB01357,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01060,mestranol,amoxicillin,Moderate,Antagonism,Unknown
14983,DB01186,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,pergolide,sibutramine,Moderate,New Adverse,Adverse effects
14992,DB01320,the metabolism of (.*) can be decreased when combined with (.*).,DB00295,fosphenytoin,morphine,Moderate,Synergism,Unknown
15074,DB01137,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB04946,levofloxacin,iloperidone,Major,Synergism,Unknown
15091,DB01403,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09481,methotrimeprazine,magnesium carbonate,Minor,Antagonism,Unknown
15182,DB01222,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00655,budesonide,estrone,Moderate,Synergism,Unknown
15207,DB08930,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB06724,dolutegravir,calcium carbonate,Major,Antagonism,Unknown
15265,DB01105,the metabolism of (.*) can be decreased when combined with (.*).,DB13179,sibutramine,troleandomycin,Minor,Synergism,Unknown
15329,DB00674,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01137,galantamine,levofloxacin,Moderate,Synergism,Unknown
15511,DB01069,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09481,promethazine,magnesium carbonate,Minor,Antagonism,Unknown
15594,DB00643,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00916,mebendazole,metronidazole,Moderate,Synergism,Unknown
15607,DB06210,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB06724,eltrombopag,calcium carbonate,Moderate,Antagonism,Unknown
15685,DB01222,the metabolism of (.*) can be decreased when combined with (.*).,DB08873,budesonide,boceprevir,Major,Synergism,Unknown
15696,DB00443,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB08912,betamethasone,dabrafenib,Moderate,Antagonism,Unknown
15747,DB00788,(.*) may increase the hyperkalemic activities of (.*).,DB13620,naproxen,potassium gluconate,Moderate,Synergism,Unknown
15783,DB09104,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00476,magnesium hydroxide,duloxetine,Minor,Synergism,Unknown
15794,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00214,miglitol,torasemide,Moderate,Antagonism,Unknown
